average_utility,map,malprec,single_f1,single_precision,single_recall,accuracy_score,rejected,rejected_rate,tolerance,nu
0.9953951501617252,0.9953951501617252,0.9985797243053492,0.7793825210267892,0.7796016688125954,0.9455321198647276,0.9953951501617252,0,0.0,0,0.0
0.9953951501617252,0.9953951501617252,0.9985797243053492,0.7793825210267892,0.7796016688125954,0.9455321198647276,0.9953951501617252,0,0.0,0,0.2
0.9953951501617252,0.9953951501617252,0.9985797243053492,0.7793825210267892,0.7796016688125954,0.9455321198647276,0.9953951501617252,0,0.0,0,0.4
0.9953951501617252,0.9953951501617252,0.9985797243053492,0.7793825210267892,0.7796016688125954,0.9455321198647276,0.9953951501617252,0,0.0,0,0.5
0.9953951501617252,0.9953951501617252,0.9985797243053492,0.7793825210267892,0.7796016688125954,0.9455321198647276,0.9953951501617252,0,0.0,0,0.6
0.9953951501617252,0.9953951501617252,0.9985797243053492,0.7793825210267892,0.7796016688125954,0.9455321198647276,0.9953951501617252,0,0.0,0,0.8
0.9953951501617252,0.9953951501617252,0.9985797243053492,0.7793825210267892,0.7796016688125954,0.9455321198647276,0.9953951501617252,0,0.0,0,1.0
0.9953640821074352,0.9953396718794912,0.9985857445875886,0.7811913713431317,0.7813309575032913,0.9491827296531836,0.9955582430017512,745,0.0003406427494305,1,0.0
0.9953645956745708,0.995340510150239,0.9985857752264296,0.7811956405990674,0.7813323927331545,0.949208872950718,0.9955409497150488,702,0.0003209814900674,1,0.2
0.9953643425407904,0.9953405863566708,0.9985857887640992,0.7811875509772176,0.7813135646720579,0.949223971479132,0.9955336703624612,683,0.0003122939568604,1,0.4
0.995364782219794,0.9953413484209872,0.9985858265257028,0.7811209513565163,0.7812350094370868,0.9492039001189024,0.9955118248527725,630,0.0002880603115989,1,0.5
0.9953643637501636,0.9953411198016924,0.9985858493241851,0.7811136047005028,0.7812378943989905,0.9492048210491962,0.995497712267042,598,0.000273428676724,1,0.6
0.9953647119814492,0.995341653246714,0.9985858557361258,0.7810754007821522,0.7811963240919573,0.9491876553369548,0.9954949866290288,589,0.0002693135294155,1,0.8
0.9953662665926548,0.9953437108203684,0.998585869272254,0.7810560643289582,0.7811439459091467,0.9492014865093088,0.9954909095565824,570,0.0002606259962085,1,1.0
0.995513686035455,0.9953798326689652,0.9985927650679012,0.7936033161259851,0.7965026712838568,0.9554665858420908,0.9960715443046316,2214,0.0010123262379048,2,0.0
0.9955052904764498,0.9953752602830668,0.9985927792584436,0.7932978248481087,0.7962148953556439,0.9552292821370584,0.996064714799382,2194,0.0010031814661081,2,0.2
0.9955012877515764,0.995373736154434,0.9985928055101924,0.7927252014021985,0.7957033793775324,0.9546425193525464,0.9960524238117796,2157,0.000986263638284,2,0.4
0.9955007143161264,0.9953733551222756,0.9985928111861176,0.7926639253389381,0.7956372402532906,0.9546059358704349,0.9960487767593196,2149,0.0009826057295653,2,0.5
0.9955013506757272,0.9953746506316136,0.9985923140954636,0.792656410690011,0.7956138862941223,0.954622601148524,0.9960465082218716,2138,0.000977576105077,2,0.6
0.9954964775256984,0.995371830993643,0.998591822689654,0.7923938187643665,0.7953393312659017,0.9544483944527816,0.99603921787597,2120,0.0009693458104599,2,0.8
0.995497657125347,0.9953747268380452,0.9985898464914048,0.791781314312524,0.7944456330465673,0.9543053583666028,0.9960187260380992,2063,0.0009432832108391,2,1.0
0.9956762205261964,0.9952973011034998,0.9999387505517512,0.8271054331120206,0.8067821960478293,0.9934884692027668,0.9992985860100292,10011,0.0045774155228843,3,0.0
0.9956763840925286,0.995298063167816,0.9999382446705656,0.8270067278374528,0.8067369334664344,0.9934323910815044,0.9992953738583702,10001,0.0045728431369859,3,0.2
0.9956766538652158,0.9952984441999744,0.9999377386054056,0.8269233548239275,0.8066828196024748,0.9934313074224018,0.9992935378000914,9997,0.0045710141826265,3,0.4
0.995677019656088,0.995299358677154,0.999937232605839,0.8268931414157739,0.8066738832441179,0.9934315378028789,0.9992926210731856,9991,0.0045682707510875,3,0.5
0.9956771815197004,0.9952995872964492,0.9999372327964712,0.8268053705891075,0.8066088135259455,0.9934310227213824,0.999289867008535,9985,0.0045655273195485,3,0.6
0.9956779835173384,0.995301416250808,0.999937233050646,0.8268414479082349,0.8066650585277446,0.9934341532551582,0.9992894102840292,9977,0.0045618694108297,3,0.8
0.9956778170832594,0.9953015686636713,0.999937233273047,0.8267901375090237,0.806576612645331,0.9934340964163424,0.9992866565735996,9970,0.0045586687407009,3,1.0
0.9948924094306604,0.989893807861638,0.999999488177148,0.9999990817489294,0.9999998281461836,0.999998335355876,0.9999995357567142,32999,0.0150884162261172,4,0.0
0.9948908365712638,0.989894912854897,0.999999488177148,0.9999990817697118,0.9999998281461836,0.9999983353974404,0.999999535757792,32994,0.015086130033168,4,0.2
0.9948882056638504,0.9899090872511817,0.9999994881931272,0.999999081772414,0.9999998281515882,0.9999983353974404,0.9999995357709384,32933,0.0150582384791878,4,0.4
0.9948907646358508,0.989912859469548,0.9999994881931272,0.9999990817765704,0.9999998281515882,0.9999983354057532,0.9999995357711536,32932,0.015057781240598,4,0.5
0.9948898366185356,0.989912630850253,0.9999994881931272,0.9999990817765704,0.9999998281515882,0.9999983354057532,0.9999995357711536,32932,0.015057781240598,4,0.6
0.9948887806573612,0.9899151837657132,0.999999488194437,0.9999990818056638,0.9999998281515882,0.9999983354639396,0.9999995357737398,32920,0.0150522943775199,4,0.8
0.9948895768632438,0.9899173175457988,0.9999994881949608,0.9999990818222876,0.9999998281515882,0.999998335497187,0.9999995357750328,32914,0.0150495509459809,4,1.0
